,race,trackId,track,year,driver,team,grid,position,points,laps,total_race_time,fastestLap,pit_stop_mean_driver,pit_stop_mean_race,total_stops,pit_stop_total_time
727,906,7,Canadian GP,2014,vettel,red_bull,3,3,15,70,5958077,48,23622.0,24213.242424242424,2,47244.0
728,906,7,Canadian GP,2014,button,mclaren,9,4,12,70,5964585,64,24271.5,24213.242424242424,2,48543.0
729,906,7,Canadian GP,2014,hulkenberg,force_india,11,5,10,70,5965673,64,23902.0,24213.242424242424,1,23902.0
730,906,7,Canadian GP,2014,alonso,ferrari,7,6,8,70,5967699,64,23861.0,24213.242424242424,2,47722.0
731,906,7,Canadian GP,2014,bottas,williams,4,7,6,70,5976408,52,23969.5,24213.242424242424,2,47939.0
732,906,7,Canadian GP,2014,vergne,toro_rosso,8,8,4,70,5980856,56,24204.0,24213.242424242424,2,48408.0
733,906,7,Canadian GP,2014,kevin_magnussen,mclaren,12,9,2,70,5982084,56,23693.0,24213.242424242424,2,47386.0
734,906,7,Canadian GP,2014,raikkonen,ferrari,10,10,1,70,6006508,68,24073.0,24213.242424242424,2,48146.0
735,907,70,Austrian GP,2014,rosberg,mercedes,3,1,25,71,5274976,50,21569.0,22635.3,2,43138.0
736,907,70,Austrian GP,2014,hamilton,mercedes,9,2,18,71,5276908,41,22390.5,22635.3,2,44781.0
737,907,70,Austrian GP,2014,bottas,williams,2,3,15,71,5283148,63,21670.5,22635.3,2,43341.0
738,907,70,Austrian GP,2014,massa,williams,1,4,12,71,5292334,63,21996.0,22635.3,2,43992.0
739,907,70,Austrian GP,2014,alonso,ferrari,4,5,10,71,5293529,58,21255.0,22635.3,2,42510.0
740,907,70,Austrian GP,2014,perez,force_india,15,6,8,71,5303522,59,22865.0,22635.3,2,45730.0
741,907,70,Austrian GP,2014,kevin_magnussen,mclaren,6,7,6,71,5307007,53,21776.0,22635.3,2,43552.0
742,907,70,Austrian GP,2014,ricciardo,red_bull,5,8,4,71,5318498,55,21432.5,22635.3,2,42865.0
743,907,70,Austrian GP,2014,hulkenberg,force_india,10,9,2,71,5319113,60,22083.0,22635.3,2,44166.0
744,907,70,Austrian GP,2014,raikkonen,ferrari,8,10,1,71,5322753,55,21766.0,22635.3,2,43532.0
745,907,70,Austrian GP,2014,button,mclaren,11,11,0,71,5325942,60,21373.5,22635.3,2,42747.0
746,908,9,British GP,2014,hamilton,mercedes,6,1,25,52,8812094,26,29485.0,29195.217391304348,2,58970.0
747,908,9,British GP,2014,bottas,williams,14,2,18,52,8842229,34,29104.0,29195.217391304348,1,29104.0
748,908,9,British GP,2014,ricciardo,red_bull,8,3,15,52,8858589,34,28483.0,29195.217391304348,1,28483.0
749,908,9,British GP,2014,button,mclaren,3,4,12,52,8859484,52,28645.0,29195.217391304348,1,28645.0
750,908,9,British GP,2014,vettel,red_bull,2,5,10,52,8865958,52,28672.5,29195.217391304348,2,57345.0
751,908,9,British GP,2014,alonso,ferrari,16,6,8,52,8872040,52,34410.0,29195.217391304348,1,34410.0
752,908,9,British GP,2014,kevin_magnussen,mclaren,5,7,6,52,8874657,32,28745.0,29195.217391304348,1,28745.0
753,908,9,British GP,2014,hulkenberg,force_india,4,8,4,52,8900786,52,29579.0,29195.217391304348,1,29579.0
754,908,9,British GP,2014,kvyat,toro_rosso,9,9,2,52,8901434,45,28637.5,29195.217391304348,2,57275.0
755,909,10,German GP,2014,rosberg,mercedes,1,1,25,67,5622914,67,20156.0,20388.345454545455,2,40312.0
756,909,10,German GP,2014,bottas,williams,2,2,18,67,5643703,45,20160.5,20388.345454545455,2,40321.0
757,909,10,German GP,2014,hamilton,mercedes,20,3,15,67,5645444,53,19832.0,20388.345454545455,3,59496.0
758,909,10,German GP,2014,vettel,red_bull,6,4,12,67,5666928,39,19182.333333333332,20388.345454545455,3,57547.0
759,909,10,German GP,2014,alonso,ferrari,7,5,10,67,5675381,57,19171.333333333332,20388.345454545455,3,57514.0
760,909,10,German GP,2014,ricciardo,red_bull,5,6,8,67,5675463,53,19092.0,20388.345454545455,3,57276.0
761,909,10,German GP,2014,hulkenberg,force_india,9,7,6,67,5687092,44,19539.0,20388.345454545455,2,39078.0
762,909,10,German GP,2014,button,mclaren,11,8,4,67,5707625,64,20247.0,20388.345454545455,3,60741.0
763,910,11,Hungarian GP,2014,ricciardo,red_bull,4,1,25,70,6785058,58,22739.666666666668,23819.295454545456,3,68219.0
764,910,11,Hungarian GP,2014,alonso,ferrari,5,2,18,70,6790283,40,21943.5,23819.295454545456,2,43887.0
765,910,11,Hungarian GP,2014,hamilton,mercedes,22,3,15,70,6790915,36,23582.0,23819.295454545456,2,47164.0
766,910,11,Hungarian GP,2014,rosberg,mercedes,1,4,12,70,6791419,64,22897.333333333332,23819.295454545456,3,68692.0
767,910,11,Hungarian GP,2014,massa,williams,6,5,10,70,6814899,51,22413.333333333332,23819.295454545456,3,67240.0
768,910,11,Hungarian GP,2014,raikkonen,ferrari,16,6,8,70,6816549,47,22684.0,23819.295454545456,2,45368.0
769,910,11,Hungarian GP,2014,vettel,red_bull,2,7,6,70,6826022,52,21889.0,23819.295454545456,2,43778.0
770,910,11,Hungarian GP,2014,bottas,williams,3,8,4,70,6826402,63,23534.666666666668,23819.295454545456,3,70604.0
771,910,11,Hungarian GP,2014,vergne,toro_rosso,8,9,2,70,6843585,31,23466.0,23819.295454545456,2,46932.0
772,910,11,Hungarian GP,2014,button,mclaren,7,10,1,70,6852338,50,23918.333333333332,23819.295454545456,3,71755.0
773,910,11,Hungarian GP,2014,sutil,sauber,11,11,0,70,6853227,41,27228.0,23819.295454545456,2,54456.0
774,910,11,Hungarian GP,2014,kevin_magnussen,mclaren,21,12,0,70,6863523,41,22679.0,23819.295454545456,2,45358.0
775,910,11,Hungarian GP,2014,maldonado,lotus_f1,20,13,0,70,6869082,45,25600.666666666668,23819.295454545456,3,76802.0
776,911,13,Belgian GP,2014,ricciardo,red_bull,5,1,25,44,5076556,44,22794.0,23913.630434782608,2,45588.0
777,911,13,Belgian GP,2014,rosberg,mercedes,1,2,18,44,5079939,36,25441.666666666668,23913.630434782608,3,76325.0
778,911,13,Belgian GP,2014,bottas,williams,6,3,15,44,5104588,40,22972.5,23913.630434782608,2,45945.0
779,911,13,Belgian GP,2014,raikkonen,ferrari,8,4,12,44,5113371,39,22838.5,23913.630434782608,2,45677.0
780,911,13,Belgian GP,2014,vettel,red_bull,3,5,10,44,5128752,36,22907.0,23913.630434782608,3,68721.0
781,911,13,Belgian GP,2014,button,mclaren,10,6,8,44,5131136,38,22694.0,23913.630434782608,2,45388.0
782,911,13,Belgian GP,2014,alonso,ferrari,4,7,6,44,5137718,29,25947.0,23913.630434782608,2,51894.0
783,911,13,Belgian GP,2014,perez,force_india,13,8,4,44,5140849,28,23540.5,23913.630434782608,2,47081.0
784,911,13,Belgian GP,2014,kvyat,toro_rosso,11,9,2,44,5141903,26,24259.0,23913.630434782608,2,48518.0
785,911,13,Belgian GP,2014,hulkenberg,force_india,18,10,1,44,5142253,40,23832.0,23913.630434782608,2,47664.0
786,911,13,Belgian GP,2014,vergne,toro_rosso,12,11,0,44,5148476,31,23386.5,23913.630434782608,2,46773.0
787,911,13,Belgian GP,2014,kevin_magnussen,mclaren,7,12,0,44,5150818,28,22764.5,23913.630434782608,2,45529.0
788,911,13,Belgian GP,2014,massa,williams,9,13,0,44,5152531,37,23750.666666666668,23913.630434782608,3,71252.0
789,911,13,Belgian GP,2014,sutil,sauber,14,14,0,44,5159003,36,23755.333333333332,23913.630434782608,3,71266.0
790,911,13,Belgian GP,2014,gutierrez,sauber,20,15,0,44,5167381,32,23078.5,23913.630434782608,2,46157.0
791,912,14,Italian GP,2014,hamilton,mercedes,1,1,25,53,4750236,29,24453.0,25310.652173913044,1,24453.0
792,912,14,Italian GP,2014,rosberg,mercedes,2,2,18,53,4753411,51,24583.0,25310.652173913044,1,24583.0
793,912,14,Italian GP,2014,massa,williams,4,3,15,53,4775262,46,24323.0,25310.652173913044,1,24323.0
794,912,14,Italian GP,2014,bottas,williams,3,4,12,53,4791022,50,24991.0,25310.652173913044,1,24991.0
795,912,14,Italian GP,2014,ricciardo,red_bull,9,5,10,53,4800545,53,24388.0,25310.652173913044,1,24388.0
796,912,14,Italian GP,2014,vettel,red_bull,8,6,8,53,4810201,34,25176.0,25310.652173913044,1,25176.0
797,912,14,Italian GP,2014,perez,force_india,10,7,6,53,4812754,35,24938.0,25310.652173913044,1,24938.0
798,912,14,Italian GP,2014,button,mclaren,6,8,4,53,4813299,35,24669.0,25310.652173913044,1,24669.0
799,912,14,Italian GP,2014,raikkonen,ferrari,11,9,2,53,4813771,43,24547.0,25310.652173913044,1,24547.0
800,912,14,Italian GP,2014,kevin_magnussen,mclaren,5,10,1,53,4816407,34,24214.0,25310.652173913044,1,24214.0
801,912,14,Italian GP,2014,kvyat,toro_rosso,21,11,0,53,4821420,51,24651.0,25310.652173913044,1,24651.0
802,912,14,Italian GP,2014,hulkenberg,force_india,13,12,0,53,4822842,35,25547.0,25310.652173913044,1,25547.0
803,912,14,Italian GP,2014,vergne,toro_rosso,12,13,0,53,4823329,39,25046.0,25310.652173913044,1,25046.0
804,913,15,Singapore GP,2014,hamilton,mercedes,1,1,25,60,7204795,39,29915.333333333332,30080.14814814815,3,89746.0
805,913,15,Singapore GP,2014,vettel,red_bull,4,2,18,60,7218329,27,29440.0,30080.14814814815,2,58880.0
806,913,15,Singapore GP,2014,ricciardo,red_bull,3,3,15,60,7219068,30,29437.0,30080.14814814815,2,58874.0
807,913,15,Singapore GP,2014,alonso,ferrari,5,4,12,60,7220184,27,28904.333333333332,30080.14814814815,3,86713.0
808,913,15,Singapore GP,2014,massa,williams,6,5,10,60,7246956,27,29292.0,30080.14814814815,2,58584.0
809,913,15,Singapore GP,2014,vergne,toro_rosso,12,6,8,60,7261596,48,31742.0,30080.14814814815,3,95226.0
810,913,15,Singapore GP,2014,perez,force_india,15,7,6,60,7263833,46,31027.25,30080.14814814815,4,124109.0
811,913,15,Singapore GP,2014,raikkonen,ferrari,7,8,4,60,7265436,28,29686.666666666668,30080.14814814815,3,89060.0
812,913,15,Singapore GP,2014,hulkenberg,force_india,13,9,2,60,7266456,27,29921.333333333332,30080.14814814815,3,89764.0
813,913,15,Singapore GP,2014,kevin_magnussen,mclaren,9,10,1,60,7267025,48,28743.666666666668,30080.14814814815,3,86231.0
814,913,15,Singapore GP,2014,bottas,williams,8,11,0,60,7269860,25,29610.0,30080.14814814815,2,59220.0
815,913,15,Singapore GP,2014,maldonado,lotus_f1,18,12,0,60,7271710,26,29503.5,30080.14814814815,4,118014.0
816,913,15,Singapore GP,2014,grosjean,lotus_f1,16,13,0,60,7272824,25,29374.333333333332,30080.14814814815,3,88123.0
817,913,15,Singapore GP,2014,kvyat,toro_rosso,10,14,0,60,7276803,45,30456.333333333332,30080.14814814815,3,91369.0
818,913,15,Singapore GP,2014,ericsson,caterham,22,15,0,60,7298983,14,30254.0,30080.14814814815,2,60508.0
819,913,15,Singapore GP,2014,jules_bianchi,marussia,19,16,0,60,7299338,47,30016.666666666668,30080.14814814815,3,90050.0
820,914,22,Japanese GP,2014,hamilton,mercedes,2,1,25,44,6703021,39,23784.0,25278.78947368421,2,47568.0
821,914,22,Japanese GP,2014,rosberg,mercedes,1,2,18,44,6712201,15,24279.0,25278.78947368421,2,48558.0
822,914,22,Japanese GP,2014,vettel,red_bull,9,3,15,44,6732143,32,23603.5,25278.78947368421,2,47207.0
823,914,22,Japanese GP,2014,ricciardo,red_bull,6,4,12,44,6741839,38,24895.5,25278.78947368421,2,49791.0
824,914,22,Japanese GP,2014,button,mclaren,8,5,10,44,6770571,33,25945.333333333332,25278.78947368421,3,77836.0
825,914,22,Japanese GP,2014,bottas,williams,3,6,8,44,6816794,41,24758.5,25278.78947368421,2,49517.0
826,914,22,Japanese GP,2014,massa,williams,4,7,6,44,6818147,39,24652.0,25278.78947368421,2,49304.0
827,914,22,Japanese GP,2014,hulkenberg,force_india,13,8,4,44,6818969,28,24453.666666666668,25278.78947368421,3,73361.0
828,914,22,Japanese GP,2014,vergne,toro_rosso,20,9,2,44,6830659,35,24902.0,25278.78947368421,2,49804.0
829,915,71,Russian GP,2014,hamilton,mercedes,1,1,25,53,5510744,48,30503.0,30727.478260869564,1,30503.0
830,915,71,Russian GP,2014,rosberg,mercedes,2,2,18,53,5524401,52,33820.0,30727.478260869564,1,33820.0
831,915,71,Russian GP,2014,bottas,williams,3,3,15,53,5528169,53,30363.0,30727.478260869564,1,30363.0
832,915,71,Russian GP,2014,button,mclaren,4,4,12,53,5540978,47,29994.0,30727.478260869564,1,29994.0
833,915,71,Russian GP,2014,kevin_magnussen,mclaren,11,5,10,53,5564360,44,29736.0,30727.478260869564,1,29736.0
834,915,71,Russian GP,2014,alonso,ferrari,7,6,8,53,5570760,53,35112.0,30727.478260869564,1,35112.0
835,915,71,Russian GP,2014,ricciardo,red_bull,6,7,6,53,5572556,50,30006.0,30727.478260869564,1,30006.0
836,915,71,Russian GP,2014,vettel,red_bull,10,8,4,53,5576929,53,30355.0,30727.478260869564,1,30355.0
837,915,71,Russian GP,2014,raikkonen,ferrari,8,9,2,53,5589621,45,30097.0,30727.478260869564,1,30097.0
838,915,71,Russian GP,2014,perez,force_india,12,10,1,53,5590811,47,29876.0,30727.478260869564,1,29876.0
839,915,71,Russian GP,2014,massa,williams,18,11,0,53,5591621,47,30095.0,30727.478260869564,2,60190.0
840,915,71,Russian GP,2014,hulkenberg,force_india,17,12,0,53,5592053,50,30096.0,30727.478260869564,1,30096.0
841,915,71,Russian GP,2014,vergne,toro_rosso,9,13,0,53,5608039,53,30272.0,30727.478260869564,1,30272.0
842,916,69,United States GP,2014,hamilton,mercedes,2,1,25,56,6004785,49,24306.0,25288.694444444445,2,48612.0
843,916,69,United States GP,2014,rosberg,mercedes,1,2,18,56,6009099,48,24473.0,25288.694444444445,2,48946.0
844,916,69,United States GP,2014,ricciardo,red_bull,5,3,15,56,6030345,33,24198.0,25288.694444444445,2,48396.0
845,916,69,United States GP,2014,massa,williams,4,4,12,56,6031709,50,24972.0,25288.694444444445,2,49944.0
846,916,69,United States GP,2014,bottas,williams,3,5,10,56,6035777,55,24217.0,25288.694444444445,2,48434.0
847,916,69,United States GP,2014,alonso,ferrari,6,6,8,56,6100016,47,24367.0,25288.694444444445,2,48734.0
848,916,69,United States GP,2014,vettel,red_bull,18,7,6,56,6100519,50,23970.5,25288.694444444445,4,95882.0
849,916,69,United States GP,2014,kevin_magnussen,mclaren,7,8,4,56,6105467,29,25689.0,25288.694444444445,2,51378.0
850,916,69,United States GP,2014,maldonado,lotus_f1,10,9,2,56,6112655,38,27101.0,25288.694444444445,2,54202.0
851,916,69,United States GP,2014,vergne,toro_rosso,14,10,1,56,6113648,17,27355.5,25288.694444444445,2,54711.0
852,917,18,Brazilian GP,2014,rosberg,mercedes,1,1,25,71,5402555,62,23438.666666666668,24377.884615384617,3,70316.0
853,917,18,Brazilian GP,2014,hamilton,mercedes,2,2,18,71,5404012,62,23483.0,24377.884615384617,3,70449.0
854,917,18,Brazilian GP,2014,massa,williams,3,3,15,71,5443586,59,26740.666666666668,24377.884615384617,3,80222.0
855,917,18,Brazilian GP,2014,button,mclaren,5,4,12,71,5451213,68,23007.0,24377.884615384617,3,69021.0
856,917,18,Brazilian GP,2014,vettel,red_bull,6,5,10,71,5453975,68,23249.666666666668,24377.884615384617,3,69749.0
857,917,18,Brazilian GP,2014,alonso,ferrari,8,6,8,71,5464461,55,23163.0,24377.884615384617,3,69489.0
858,917,18,Brazilian GP,2014,raikkonen,ferrari,10,7,6,71,5466285,37,25680.5,24377.884615384617,2,51361.0
859,917,18,Brazilian GP,2014,hulkenberg,force_india,12,8,4,71,5466489,70,23429.333333333332,24377.884615384617,3,70288.0
860,917,18,Brazilian GP,2014,kevin_magnussen,mclaren,7,9,2,71,5472640,62,23794.0,24377.884615384617,3,71382.0
861,918,24,Abu Dhabi GP,2014,hamilton,mercedes,2,1,50,55,5942619,49,21886.0,22345.80487804878,2,43772.0
862,918,24,Abu Dhabi GP,2014,massa,williams,4,2,36,55,5945195,47,22047.0,22345.80487804878,2,44094.0
863,918,24,Abu Dhabi GP,2014,bottas,williams,3,3,30,55,5971499,54,21838.0,22345.80487804878,2,43676.0
864,918,24,Abu Dhabi GP,2014,ricciardo,red_bull,20,4,24,55,5979856,50,21664.5,22345.80487804878,2,43329.0
865,918,24,Abu Dhabi GP,2014,button,mclaren,6,5,20,55,6002953,47,22334.5,22345.80487804878,2,44669.0
866,918,24,Abu Dhabi GP,2014,hulkenberg,force_india,12,6,16,55,6004767,47,24543.5,22345.80487804878,2,49087.0
867,918,24,Abu Dhabi GP,2014,perez,force_india,11,7,12,55,6013679,49,22178.0,22345.80487804878,2,44356.0
868,918,24,Abu Dhabi GP,2014,vettel,red_bull,19,8,8,55,6014664,51,22352.5,22345.80487804878,2,44705.0
869,918,24,Abu Dhabi GP,2014,alonso,ferrari,8,9,4,55,6028432,45,21843.5,22345.80487804878,2,43687.0
870,918,24,Abu Dhabi GP,2014,raikkonen,ferrari,7,10,2,55,6030439,46,21876.0,22345.80487804878,2,43752.0
871,918,24,Abu Dhabi GP,2014,kevin_magnussen,mclaren,9,11,0,55,6032995,37,21855.0,22345.80487804878,2,43710.0
872,918,24,Abu Dhabi GP,2014,vergne,toro_rosso,10,12,0,55,6034566,50,22676.0,22345.80487804878,3,68028.0
873,926,1,Australian GP,2015,hamilton,mercedes,1,1,25,58,5514067,50,22295.0,23089.0625,1,22295.0
874,926,1,Australian GP,2015,rosberg,mercedes,2,2,18,58,5515427,47,22105.0,23089.0625,1,22105.0
875,926,1,Australian GP,2015,vettel,ferrari,4,3,15,58,5548590,52,22694.0,23089.0625,1,22694.0
876,926,1,Australian GP,2015,massa,williams,3,4,12,58,5552263,50,22062.0,23089.0625,1,22062.0
877,926,1,Australian GP,2015,nasr,sauber,10,5,10,58,5609216,46,22933.0,23089.0625,1,22933.0
878,927,2,Malaysian GP,2015,vettel,ferrari,2,1,25,56,6065793,46,24544.0,27092.08,2,49088.0
879,927,2,Malaysian GP,2015,hamilton,mercedes,1,2,18,56,6074362,45,24956.0,27092.08,3,74868.0
880,927,2,Malaysian GP,2015,rosberg,mercedes,3,3,15,56,6078103,43,27533.0,27092.08,3,82599.0
881,927,2,Malaysian GP,2015,raikkonen,ferrari,11,4,12,56,6119615,40,25560.666666666668,27092.08,3,76682.0
882,927,2,Malaysian GP,2015,bottas,williams,8,5,10,56,6136202,42,26529.333333333332,27092.08,3,79588.0
883,927,2,Malaysian GP,2015,massa,williams,7,6,8,56,6139379,40,25863.333333333332,27092.08,3,77590.0
884,927,2,Malaysian GP,2015,max_verstappen,toro_rosso,6,7,6,56,6163555,42,26646.333333333332,27092.08,3,79939.0
885,928,17,Chinese GP,2015,hamilton,mercedes,1,1,25,56,5982008,31,22440.0,23183.842105263157,2,44880.0
886,928,17,Chinese GP,2015,rosberg,mercedes,2,2,18,56,5982722,39,22656.0,23183.842105263157,2,45312.0
887,928,17,Chinese GP,2015,vettel,ferrari,3,3,15,56,5984996,15,22466.0,23183.842105263157,2,44932.0
888,928,17,Chinese GP,2015,raikkonen,ferrari,6,4,12,56,5985843,48,22635.5,23183.842105263157,2,45271.0
889,928,17,Chinese GP,2015,massa,williams,4,5,10,56,5990552,37,23231.0,23183.842105263157,2,46462.0
890,928,17,Chinese GP,2015,bottas,williams,5,6,8,56,5991893,37,23333.0,23183.842105263157,2,46666.0
891,928,17,Chinese GP,2015,grosjean,lotus_f1,8,7,6,56,6001016,34,23513.0,23183.842105263157,2,47026.0
892,928,17,Chinese GP,2015,nasr,sauber,9,8,4,56,6004633,46,23570.5,23183.842105263157,2,47141.0
893,928,17,Chinese GP,2015,ricciardo,red_bull,7,9,2,56,6014125,46,22766.0,23183.842105263157,2,45532.0
894,929,3,Bahrain GP,2015,hamilton,mercedes,1,1,25,57,5705809,38,25159.5,25952.75,2,50319.0
895,929,3,Bahrain GP,2015,raikkonen,ferrari,4,2,18,57,5709189,42,24660.0,25952.75,2,49320.0
896,929,3,Bahrain GP,2015,rosberg,mercedes,3,3,15,57,5711842,36,25364.5,25952.75,2,50729.0
897,929,3,Bahrain GP,2015,bottas,williams,5,4,12,57,5748766,16,24958.0,25952.75,2,49916.0
898,929,3,Bahrain GP,2015,vettel,ferrari,2,5,10,57,5749798,38,27626.333333333332,25952.75,3,82879.0
899,929,3,Bahrain GP,2015,ricciardo,red_bull,7,6,8,57,5767560,53,25333.0,25952.75,2,50666.0
900,929,3,Bahrain GP,2015,grosjean,lotus_f1,10,7,6,57,5790572,34,24997.0,25952.75,2,49994.0
901,930,4,Spanish GP,2015,rosberg,mercedes,1,1,25,66,6072555,53,22161.0,23395.043478260868,2,44322.0
902,930,4,Spanish GP,2015,hamilton,mercedes,2,2,18,66,6090106,54,23092.666666666668,23395.043478260868,3,69278.0
903,930,4,Spanish GP,2015,vettel,ferrari,3,3,15,66,6117897,61,21799.0,23395.043478260868,2,43598.0
904,930,4,Spanish GP,2015,bottas,williams,4,4,12,66,6131772,44,21941.0,23395.043478260868,2,43882.0
905,930,4,Spanish GP,2015,raikkonen,ferrari,7,5,10,66,6132557,47,22206.0,23395.043478260868,2,44412.0
906,930,4,Spanish GP,2015,massa,williams,9,6,8,66,6153869,51,22341.666666666668,23395.043478260868,3,67025.0
907,931,6,Monaco GP,2015,rosberg,mercedes,2,1,25,78,6558420,76,24789.0,25720.931034482757,1,24789.0
908,931,6,Monaco GP,2015,vettel,ferrari,3,2,18,78,6562906,75,24851.0,25720.931034482757,1,24851.0
909,931,6,Monaco GP,2015,hamilton,mercedes,1,3,15,78,6564473,42,24838.0,25720.931034482757,2,49676.0
910,931,6,Monaco GP,2015,kvyat,red_bull,5,4,12,78,6570385,75,25119.0,25720.931034482757,1,25119.0
911,931,6,Monaco GP,2015,ricciardo,red_bull,4,5,10,78,6572028,74,24372.5,25720.931034482757,2,48745.0
912,931,6,Monaco GP,2015,raikkonen,ferrari,6,6,8,78,6572765,74,24177.0,25720.931034482757,1,24177.0
913,931,6,Monaco GP,2015,perez,force_india,7,7,6,78,6573433,74,24926.0,25720.931034482757,2,49852.0
914,931,6,Monaco GP,2015,button,mclaren,10,8,4,78,6574483,76,24861.5,25720.931034482757,2,49723.0
915,931,6,Monaco GP,2015,nasr,sauber,14,9,2,78,6582046,76,26076.0,25720.931034482757,2,52152.0
916,931,6,Monaco GP,2015,sainz,toro_rosso,23,10,1,78,6583476,48,25306.0,25720.931034482757,1,25306.0
917,931,6,Monaco GP,2015,hulkenberg,force_india,11,11,0,78,6584652,46,29765.5,25720.931034482757,2,59531.0
918,931,6,Monaco GP,2015,grosjean,lotus_f1,15,12,0,78,6586835,40,25077.0,25720.931034482757,1,25077.0
919,931,6,Monaco GP,2015,ericsson,sauber,17,13,0,78,6589579,75,25416.666666666668,25720.931034482757,3,76250.0
920,931,6,Monaco GP,2015,bottas,williams,16,14,0,78,6604209,74,24526.5,25720.931034482757,2,49053.0
921,932,7,Canadian GP,2015,hamilton,mercedes,1,1,25,70,5513145,64,23708.0,24894.304347826088,1,23708.0
922,932,7,Canadian GP,2015,rosberg,mercedes,2,2,18,70,5515430,63,23321.0,24894.304347826088,1,23321.0
923,932,7,Canadian GP,2015,bottas,williams,4,3,15,70,5553811,67,25541.0,24894.304347826088,1,25541.0
924,932,7,Canadian GP,2015,raikkonen,ferrari,3,4,12,70,5558770,42,24104.0,24894.304347826088,2,48208.0
925,932,7,Canadian GP,2015,vettel,ferrari,18,5,10,70,5563048,59,25593.0,24894.304347826088,2,51186.0
926,932,7,Canadian GP,2015,massa,williams,15,6,8,70,5569526,64,23912.0,24894.304347826088,1,23912.0
927,932,7,Canadian GP,2015,maldonado,lotus_f1,6,7,6,70,5579809,51,23660.0,24894.304347826088,1,23660.0
928,933,70,Austrian GP,2015,rosberg,mercedes,2,1,25,71,5416930,35,21768.0,24262.238095238095,1,21768.0
929,933,70,Austrian GP,2015,hamilton,mercedes,1,2,18,71,5425730,60,21869.0,24262.238095238095,1,21869.0
930,933,70,Austrian GP,2015,massa,williams,4,3,15,71,5434503,58,22447.0,24262.238095238095,1,22447.0
931,933,70,Austrian GP,2015,vettel,ferrari,3,4,12,71,5435111,44,31882.0,24262.238095238095,1,31882.0
932,933,70,Austrian GP,2015,bottas,williams,6,5,10,71,5470534,52,22777.0,24262.238095238095,1,22777.0
933,933,70,Austrian GP,2015,hulkenberg,force_india,5,6,8,71,5481005,62,21685.0,24262.238095238095,1,21685.0
934,934,9,British GP,2015,hamilton,mercedes,1,1,25,52,5487729,29,28698.0,30242.137931034482,2,57396.0
935,934,9,British GP,2015,rosberg,mercedes,2,2,18,52,5498685,24,29393.0,30242.137931034482,2,58786.0
936,934,9,British GP,2015,vettel,ferrari,6,3,15,52,5513172,31,29311.0,30242.137931034482,2,58622.0
937,934,9,British GP,2015,massa,williams,3,4,12,52,5524568,26,30658.5,30242.137931034482,2,61317.0
938,934,9,British GP,2015,bottas,williams,4,5,10,52,5550923,32,30359.0,30242.137931034482,2,60718.0
939,934,9,British GP,2015,kvyat,red_bull,7,6,8,52,5551684,28,31163.0,30242.137931034482,2,62326.0
940,934,9,British GP,2015,hulkenberg,force_india,9,7,6,52,5566473,32,31224.5,30242.137931034482,2,62449.0
941,936,11,Hungarian GP,2015,vettel,ferrari,3,1,25,69,6369985,63,19422.0,20870.105263157893,4,77688.0
942,936,11,Hungarian GP,2015,kvyat,red_bull,7,2,18,69,6385733,57,19922.2,20870.105263157893,5,99611.0
943,936,11,Hungarian GP,2015,ricciardo,red_bull,4,3,15,69,6395069,68,22379.4,20870.105263157893,5,111897.0
944,936,11,Hungarian GP,2015,max_verstappen,toro_rosso,9,4,12,69,6414236,62,20382.0,20870.105263157893,5,101910.0
945,936,11,Hungarian GP,2015,alonso,mclaren,15,5,10,69,6419064,67,20140.8,20870.105263157893,5,100704.0
946,936,11,Hungarian GP,2015,hamilton,mercedes,1,6,8,69,6422010,68,21281.166666666668,20870.105263157893,6,127687.0
947,936,11,Hungarian GP,2015,grosjean,lotus_f1,10,7,6,69,6428563,60,21932.4,20870.105263157893,5,109662.0
948,936,11,Hungarian GP,2015,rosberg,mercedes,2,8,4,69,6428861,68,20554.2,20870.105263157893,5,102771.0
949,936,11,Hungarian GP,2015,button,mclaren,16,9,2,69,6437013,65,19277.75,20870.105263157893,4,77111.0
950,936,11,Hungarian GP,2015,ericsson,sauber,17,10,1,69,6439115,60,20800.0,20870.105263157893,5,104000.0
951,936,11,Hungarian GP,2015,nasr,sauber,18,11,0,69,6443443,51,20842.8,20870.105263157893,5,104214.0
952,936,11,Hungarian GP,2015,massa,williams,8,12,0,69,6444263,59,20998.8,20870.105263157893,5,104994.0
953,936,11,Hungarian GP,2015,bottas,williams,6,13,0,69,6450213,51,21771.2,20870.105263157893,5,108856.0
954,936,11,Hungarian GP,2015,maldonado,lotus_f1,14,14,0,69,6455127,62,19607.0,20870.105263157893,6,117642.0
955,937,13,Belgian GP,2015,hamilton,mercedes,1,1,25,43,5020387,34,22679.0,23262.63157894737,2,45358.0
956,937,13,Belgian GP,2015,rosberg,mercedes,2,2,18,43,5022445,34,22881.0,23262.63157894737,2,45762.0
957,937,13,Belgian GP,2015,grosjean,lotus_f1,9,3,15,43,5058375,37,23605.0,23262.63157894737,2,47210.0
958,937,13,Belgian GP,2015,kvyat,red_bull,12,4,12,43,5066079,29,22679.5,23262.63157894737,2,45359.0
959,937,13,Belgian GP,2015,perez,force_india,4,5,10,43,5074384,29,23240.0,23262.63157894737,2,46480.0
960,937,13,Belgian GP,2015,massa,williams,6,6,8,43,5075670,23,23468.5,23262.63157894737,2,46937.0
